id,loc,env,Yield.Mg.ha
A01143-3C,CA,CA_2011,90.98
A01143-3C,CA,CA_2011,95.12
AC00206-2W,CA,CA_2011,74.44
AC01151-5W,CA,CA_2011,74.44
AC01151-5W,CA,CA_2011,95.12
AC03452-2W,CA,CA_2011,86.85
AC05153-1W,CA,CA_2011,49.63
Accumulator,CA,CA_2011,90.98
Accumulator,CA,CA_2011,119.93
AF4157-6,CA,CA_2011,53.76
AF4157-6,CA,CA_2011,70.31
AF4442-4,CA,CA_2011,62.03
AF4552-5,CA,CA_2011,86.85
AF4573-2,CA,CA_2011,66.17
AF4640-1,CA,CA_2011,78.58
AF4648-2,CA,CA_2011,66.17
Atlantic,CA,CA_2011,62.03
Atlantic,CA,CA_2011,62.03
CO00270-7W,CA,CA_2011,78.58
CO00270-7W,CA,CA_2011,78.58
CO02024-9W,CA,CA_2011,70.31
CO02024-9W,CA,CA_2011,74.44
CO02033-1W,CA,CA_2011,70.31
CO03243-3W,CA,CA_2011,78.58
CO05061-2P,CA,CA_2011,49.63
CO05061-6W,CA,CA_2011,78.58
Hodag,CA,CA_2011,82.71
Manistee,CA,CA_2011,49.63
MSH228-6,CA,CA_2011,78.58
MSK061-4,CA,CA_2011,37.22
MSK061-4,CA,CA_2011,41.36
MSL007-B,CA,CA_2011,20.68
MSL007-B,CA,CA_2011,24.81
MSM246-B,CA,CA_2011,53.76
MSM246-B,CA,CA_2011,74.44
MSQ035-3,CA,CA_2011,66.17
MSQ086-3,CA,CA_2011,49.63
MSQ089-1,CA,CA_2011,66.17
MSQ089-1,CA,CA_2011,78.58
MSR036-5,CA,CA_2011,49.63
MSR058-1,CA,CA_2011,62.03
MSR058-1,CA,CA_2011,66.17
MSR127-2,CA,CA_2011,82.71
MSR127-2,CA,CA_2011,86.85
MSR128-4Y,CA,CA_2011,62.03
MSR148-4,CA,CA_2011,70.31
MSR148-4,CA,CA_2011,95.12
MSR157-1Y,CA,CA_2011,70.31
MSR169-8Y,CA,CA_2011,45.49
MSR169-8Y,CA,CA_2011,49.63
MSS165-2Y,CA,CA_2011,78.58
MSS165-2Y,CA,CA_2011,82.71
MSS297-3,CA,CA_2011,57.9
ND7799c-1,CA,CA_2011,45.49
ND7799c-1,CA,CA_2011,53.76
NY148,CA,CA_2011,45.49
NY148,CA,CA_2011,62.03
NY152,CA,CA_2011,70.31
NY153,CA,CA_2011,66.17
NY154,CA,CA_2011,62.03
W6609-3,CA,CA_2011,57.9
W8539-2Y,CA,CA_2011,70.31
W8539-2Y,CA,CA_2011,78.58
W8603-1,CA,CA_2011,66.17
W8603-1,CA,CA_2011,74.44
W8615-5,CA,CA_2011,70.31
W8615-5,CA,CA_2011,86.85
W8822-1,CA,CA_2011,70.31
W8832-1Y,CA,CA_2011,74.44
W8848-3,CA,CA_2011,62.03
W8867-5,CA,CA_2011,74.44
W8867-7,CA,CA_2011,33.09
W9632-1,CA,CA_2011,37.22
W9652-1,CA,CA_2011,66.17
A01143-3C,CA,CA_2012,33.09
A01143-3C,CA,CA_2012,45.49
A03440-2C,CA,CA_2012,57.9
A07117-2C,CA,CA_2012,33.09
AC00206-2W,CA,CA_2012,41.36
AC00206-2W,CA,CA_2012,45.49
AC01151-5W,CA,CA_2012,37.22
AC01151-5W,CA,CA_2012,41.36
AC03452-2W,CA,CA_2012,57.9
AC03452-2W,CA,CA_2012,57.9
AC05153-1W,CA,CA_2012,33.09
AC05153-1W,CA,CA_2012,37.22
Accumulator,CA,CA_2012,66.17
Accumulator,CA,CA_2012,74.44
AF4157-6,CA,CA_2012,24.81
AF4157-6,CA,CA_2012,33.09
AF4442-4,CA,CA_2012,37.22
AF4552-5,CA,CA_2012,66.17
AF4573-2,CA,CA_2012,41.36
AF4640-1,CA,CA_2012,45.49
AF4648-2,CA,CA_2012,33.09
AF4648-2,CA,CA_2012,33.09
AF4736-10,CA,CA_2012,53.76
AF4740-1,CA,CA_2012,37.22
AF4747-5,CA,CA_2012,24.81
AF4971-3,CA,CA_2012,62.03
AF4975-3,CA,CA_2012,49.63
Atlantic,CA,CA_2012,41.36
Atlantic,CA,CA_2012,45.49
CO00270-7W,CA,CA_2012,53.76
CO00270-7W,CA,CA_2012,62.03
CO02024-9W,CA,CA_2012,45.49
CO02024-9W,CA,CA_2012,45.49
CO02033-1W,CA,CA_2012,41.36
CO02033-1W,CA,CA_2012,45.49
CO03243-3W,CA,CA_2012,53.76
CO03243-3W,CA,CA_2012,53.76
CO05061-2P,CA,CA_2012,33.09
CO05061-2P,CA,CA_2012,41.36
CO05061-6W,CA,CA_2012,41.36
CO05061-6W,CA,CA_2012,49.63
Manistee,CA,CA_2012,33.09
Manistee,CA,CA_2012,33.09
MegaChip,CA,CA_2012,41.36
MegaChip,CA,CA_2012,49.63
MSH228-6,CA,CA_2012,49.63
MSH228-6,CA,CA_2012,66.17
MSK061-4,CA,CA_2012,28.95
MSK061-4,CA,CA_2012,37.22
MSL007-B,CA,CA_2012,37.22
MSL007-B,CA,CA_2012,37.22
MSM246-B,CA,CA_2012,53.76
MSM246-B,CA,CA_2012,53.76
MSP239-1,CA,CA_2012,37.22
MSP270-1,CA,CA_2012,28.95
MSQ035-3,CA,CA_2012,49.63
MSQ035-3,CA,CA_2012,49.63
MSQ086-3,CA,CA_2012,49.63
MSQ086-3,CA,CA_2012,53.76
MSQ089-1,CA,CA_2012,45.49
MSQ089-1,CA,CA_2012,49.63
MSQ492-2,CA,CA_2012,53.76
MSR036-5,CA,CA_2012,37.22
MSR036-5,CA,CA_2012,45.49
MSR058-1,CA,CA_2012,28.95
MSR058-1,CA,CA_2012,33.09
MSR127-2,CA,CA_2012,28.95
MSR127-2,CA,CA_2012,66.17
MSR128-4Y,CA,CA_2012,24.81
MSR128-4Y,CA,CA_2012,33.09
MSR148-4,CA,CA_2012,49.63
MSR148-4,CA,CA_2012,57.9
MSR157-1Y,CA,CA_2012,33.09
MSR157-1Y,CA,CA_2012,37.22
MSR169-8Y,CA,CA_2012,28.95
MSR169-8Y,CA,CA_2012,41.36
MSS108-1,CA,CA_2012,37.22
MSS165-2Y,CA,CA_2012,37.22
MSS165-2Y,CA,CA_2012,45.49
MSS206-2,CA,CA_2012,41.36
MSS297-3,CA,CA_2012,37.22
MSS297-3,CA,CA_2012,41.36
MSS428-2,CA,CA_2012,37.22
MST096-2Y,CA,CA_2012,57.9
MST184-3,CA,CA_2012,37.22
MST186-1Y,CA,CA_2012,49.63
MST229-1,CA,CA_2012,28.95
MST412-3,CA,CA_2012,45.49
MSW293-1,CA,CA_2012,33.09
NDA081453CAB-2C,CA,CA_2012,45.49
NY148,CA,CA_2012,37.22
NY148,CA,CA_2012,49.63
NY152,CA,CA_2012,49.63
NY152,CA,CA_2012,49.63
NY153,CA,CA_2012,24.81
NY153,CA,CA_2012,24.81
NY154,CA,CA_2012,53.76
NY154,CA,CA_2012,57.9
NY156,CA,CA_2012,20.68
NYJ112-2,CA,CA_2012,28.95
NYJ15-7,CA,CA_2012,41.36
NYJ2-29,CA,CA_2012,49.63
W8539-2Y,CA,CA_2012,37.22
W8539-2Y,CA,CA_2012,49.63
W8615-5,CA,CA_2012,41.36
W8615-5,CA,CA_2012,103.39
W8822-1,CA,CA_2012,45.49
W8822-1,CA,CA_2012,57.9
W8832-1Y,CA,CA_2012,41.36
W8832-1Y,CA,CA_2012,62.03
W8867-5,CA,CA_2012,28.95
W8867-5,CA,CA_2012,28.95
W8867-7,CA,CA_2012,41.36
W8867-7,CA,CA_2012,49.63
W9200-13,CA,CA_2012,49.63
W9252-7,CA,CA_2012,49.63
W9281-14,CA,CA_2012,57.9
W9301-5,CA,CA_2012,53.76
W9304-2,CA,CA_2012,66.17
W9306-1,CA,CA_2012,53.76
A01143-3C,CA,CA_2013,70.31
A01143-3C,CA,CA_2013,95.12
AC00206-2W,CA,CA_2013,33.09
AC00206-2W,CA,CA_2013,45.49
AC03452-2W,CA,CA_2013,45.49
AC03452-2W,CA,CA_2013,57.9
AC05153-1W,CA,CA_2013,24.81
AC05153-1W,CA,CA_2013,28.95
Accumulator,CA,CA_2013,37.22
Accumulator,CA,CA_2013,62.03
AF4157-6,CA,CA_2013,33.09
AF4157-6,CA,CA_2013,33.09
AF4552-5,CA,CA_2013,41.36
AF4552-5,CA,CA_2013,45.49
AF4573-2,CA,CA_2013,62.03
AF4573-2,CA,CA_2013,74.44
AF4648-2,CA,CA_2013,49.63
AF4648-2,CA,CA_2013,57.9
AF4736-10,CA,CA_2013,41.36
AF4740-1,CA,CA_2013,20.68
AF4747-5,CA,CA_2013,41.36
AF4971-3,CA,CA_2013,49.63
AF4975-3,CA,CA_2013,45.49
AF5038-1,CA,CA_2013,41.36
AF5038-6,CA,CA_2013,53.76
AF5040-8,CA,CA_2013,70.31
AF5081-4,CA,CA_2013,62.03
AF5138-2,CA,CA_2013,41.36
AF5142-3,CA,CA_2013,28.95
AF5152-2,CA,CA_2013,49.63
AF5152-3,CA,CA_2013,41.36
AF5320-1,CA,CA_2013,33.09
Atlantic,CA,CA_2013,45.49
Atlantic,CA,CA_2013,53.76
B2842-1,CA,CA_2013,62.03
B2869-15,CA,CA_2013,37.22
B2869-20,CA,CA_2013,24.81
B2869-29,CA,CA_2013,33.09
B2883-11,CA,CA_2013,20.68
B2895-8,CA,CA_2013,20.68
B2904-2,CA,CA_2013,41.36
B2936-2,CA,CA_2013,28.95
B2947-4,CA,CA_2013,20.68
B2947-8,CA,CA_2013,33.09
B2950-2,CA,CA_2013,24.81
B2950-3,CA,CA_2013,49.63
B2960-4,CA,CA_2013,37.22
BNC311-4,CA,CA_2013,28.95
BNC313-3,CA,CA_2013,24.81
BNC317-8,CA,CA_2013,49.63
CO02024-9W,CA,CA_2013,20.68
CO02024-9W,CA,CA_2013,28.95
CO02033-1W,CA,CA_2013,41.36
CO02033-1W,CA,CA_2013,45.49
CO05061-6W,CA,CA_2013,28.95
CO05061-6W,CA,CA_2013,33.09
Hodag,CA,CA_2013,41.36
Hodag,CA,CA_2013,53.76
Manistee,CA,CA_2013,16.54
Manistee,CA,CA_2013,20.68
MSK061-4,CA,CA_2013,37.22
MSK061-4,CA,CA_2013,49.63
MSL007-B,CA,CA_2013,28.95
MSL007-B,CA,CA_2013,28.95
MSM246-B,CA,CA_2013,28.95
MSM246-B,CA,CA_2013,28.95
MSN190-2,CA,CA_2013,28.95
MSN190-2,CA,CA_2013,33.09
MSQ086-3,CA,CA_2013,37.22
MSQ086-3,CA,CA_2013,37.22
MSQ089-1,CA,CA_2013,45.49
MSQ089-1,CA,CA_2013,57.9
MSR058-1,CA,CA_2013,41.36
MSR058-1,CA,CA_2013,41.36
MSR061-1,CA,CA_2013,37.22
MSR061-1,CA,CA_2013,49.63
MSR127-2,CA,CA_2013,45.49
MSR127-2,CA,CA_2013,53.76
MSR128-4Y,CA,CA_2013,28.95
MSR128-4Y,CA,CA_2013,33.09
MSR157-1Y,CA,CA_2013,49.63
MSR169-8Y,CA,CA_2013,20.68
MSR169-8Y,CA,CA_2013,28.95
MSS428-2,CA,CA_2013,33.09
MSS428-2,CA,CA_2013,37.22
MST096-2Y,CA,CA_2013,24.81
MST096-2Y,CA,CA_2013,45.49
MST154-3,CA,CA_2013,45.49
MST184-3,CA,CA_2013,41.36
MST184-3,CA,CA_2013,45.49
MST186-1Y,CA,CA_2013,28.95
MST186-1Y,CA,CA_2013,37.22
MST191-2Y,CA,CA_2013,49.63
MST229-1,CA,CA_2013,24.81
MST412-3,CA,CA_2013,62.03
MST412-3,CA,CA_2013,70.31
MST441-1,CA,CA_2013,20.68
MSU245-1,CA,CA_2013,41.36
MSV030-4,CA,CA_2013,49.63
MSV241-2,CA,CA_2013,57.9
MSV358-3,CA,CA_2013,20.68
MSV380-1,CA,CA_2013,24.81
MSV394-3,CA,CA_2013,45.49
MSV498-1,CA,CA_2013,66.17
MSV505-2,CA,CA_2013,41.36
MSW068-4,CA,CA_2013,49.63
MSW075-1,CA,CA_2013,53.76
MSW123-3,CA,CA_2013,70.31
MSW252-2,CA,CA_2013,37.22
MSW259-6,CA,CA_2013,24.81
MSW293-1,CA,CA_2013,28.95
MSW299-2,CA,CA_2013,41.36
MSW326-6,CA,CA_2013,28.95
MSW450-1,CA,CA_2013,24.81
MSW474-1,CA,CA_2013,28.95
MSW485-2,CA,CA_2013,33.09
MSW500-4,CA,CA_2013,24.81
MSW509-5,CA,CA_2013,28.95
NDTX060700C-1W,CA,CA_2013,4.14
NDTX071109C-1W,CA,CA_2013,41.36
NDTX091908AB-2W,CA,CA_2013,24.81
NY152,CA,CA_2013,57.9
NY152,CA,CA_2013,62.03
NY153,CA,CA_2013,28.95
NY153,CA,CA_2013,41.36
NY156,CA,CA_2013,45.49
NY156,CA,CA_2013,57.9
NYJ112-2,CA,CA_2013,49.63
NYJ112-2,CA,CA_2013,53.76
NYJ2-29,CA,CA_2013,24.81
NYJ2-29,CA,CA_2013,45.49
NYWJ11-5,CA,CA_2013,41.36
Snowden,CA,CA_2013,49.63
Snowden,CA,CA_2013,53.76
TX09396-1W,CA,CA_2013,33.09
W6822-3,CA,CA_2013,41.36
W6822-3,CA,CA_2013,57.9
W8587-4,CA,CA_2013,33.09
W8603-1,CA,CA_2013,57.9
W8603-1,CA,CA_2013,62.03
W8822-1,CA,CA_2013,24.81
W8822-1,CA,CA_2013,28.95
W8848-3,CA,CA_2013,33.09
W8848-3,CA,CA_2013,53.76
W8867-5,CA,CA_2013,45.49
W8867-5,CA,CA_2013,53.76
W8867-7,CA,CA_2013,37.22
W8867-7,CA,CA_2013,45.49
W9200-13,CA,CA_2013,49.63
W9200-13,CA,CA_2013,62.03
W9200-7,CA,CA_2013,57.9
W9202-2,CA,CA_2013,41.36
W9252-7,CA,CA_2013,24.81
W9252-7,CA,CA_2013,24.81
W9285-3Y,CA,CA_2013,24.81
W9306-1,CA,CA_2013,33.09
W9306-1,CA,CA_2013,57.9
W9577-6Y,CA,CA_2013,86.85
W9632-1,CA,CA_2013,24.81
W9632-1,CA,CA_2013,28.95
W9652-1,CA,CA_2013,28.95
W9652-1,CA,CA_2013,41.36
AF4442-4,CA,CA_2014,30.04
AF4442-4,CA,CA_2014,39.43
AF4552-5,CA,CA_2014,43.18
AF4552-5,CA,CA_2014,45.06
AF4648-2,CA,CA_2014,31.92
AF4648-2,CA,CA_2014,33.8
AF4971-3,CA,CA_2014,37.55
AF4975-3,CA,CA_2014,45.06
AF4975-3,CA,CA_2014,56.33
AF5033-13,CA,CA_2014,45.06
AF5039-11,CA,CA_2014,22.53
AF5039-15,CA,CA_2014,39.43
AF5040-8,CA,CA_2014,45.06
AF5040-8,CA,CA_2014,46.94
AF5044-21,CA,CA_2014,43.18
AF5142-1,CA,CA_2014,37.55
AF5152-2,CA,CA_2014,43.18
AF5152-2,CA,CA_2014,48.82
AF5152-3,CA,CA_2014,46.94
AF5153-11,CA,CA_2014,48.82
AF5280-2,CA,CA_2014,41.31
AF5281-4,CA,CA_2014,31.92
AF5292-4,CA,CA_2014,39.43
AF5332-2,CA,CA_2014,56.33
AF5386-4,CA,CA_2014,46.94
AF5387-6,CA,CA_2014,26.29
AF5392-8,CA,CA_2014,41.31
AF5425-6,CA,CA_2014,37.55
AF5426-3,CA,CA_2014,33.8
AF5432-5,CA,CA_2014,52.57
AF5445-4,CA,CA_2014,41.31
AF5446-11,CA,CA_2014,33.8
AF5447-10,CA,CA_2014,41.31
AFW5039-1,CA,CA_2014,73.23
Atlantic,CA,CA_2014,46.94
Atlantic,CA,CA_2014,69.47
B2827-12,CA,CA_2014,43.18
B2842-1,CA,CA_2014,56.33
B2842-1,CA,CA_2014,65.72
B2869-20,CA,CA_2014,58.21
B2869-20,CA,CA_2014,65.72
B2869-29,CA,CA_2014,58.21
B2869-29,CA,CA_2014,60.08
B2883-11,CA,CA_2014,24.41
B2883-11,CA,CA_2014,30.04
B2890-11,CA,CA_2014,31.92
B2895-8,CA,CA_2014,39.43
B2895-8,CA,CA_2014,46.94
B2904-2,CA,CA_2014,48.82
B2904-2,CA,CA_2014,50.69
B2908-3,CA,CA_2014,18.78
B2936-2,CA,CA_2014,45.06
B2936-2,CA,CA_2014,60.08
B2947-4,CA,CA_2014,22.53
B2947-4,CA,CA_2014,26.29
B2947-8,CA,CA_2014,43.18
B2947-8,CA,CA_2014,48.82
B2950-2,CA,CA_2014,46.94
B2950-2,CA,CA_2014,52.57
B2950-3,CA,CA_2014,60.08
B2950-3,CA,CA_2014,60.08
B2960-4,CA,CA_2014,33.8
B2960-4,CA,CA_2014,41.31
B2971-2,CA,CA_2014,56.33
B2981-3,CA,CA_2014,26.29
B2981-5,CA,CA_2014,30.04
B2993-6,CA,CA_2014,48.82
B2996-1,CA,CA_2014,30.04
B2999-6,CA,CA_2014,28.16
B3000-1,CA,CA_2014,33.8
B3002-1,CA,CA_2014,45.06
B3003-1,CA,CA_2014,22.53
B3003-10,CA,CA_2014,31.92
B3005-7,CA,CA_2014,45.06
B3005-9,CA,CA_2014,46.94
B3012-3,CA,CA_2014,35.67
B3012-7,CA,CA_2014,37.55
B3015-1,CA,CA_2014,48.82
BNC311-4,CA,CA_2014,35.67
BNC311-4,CA,CA_2014,37.55
BNC366-1,CA,CA_2014,56.33
BNC371-2,CA,CA_2014,43.18
CO05061-6W,CA,CA_2014,54.45
CO05061-6W,CA,CA_2014,56.33
CO07070-10W,CA,CA_2014,71.35
CO07070-13W,CA,CA_2014,46.94
MSM246-B,CA,CA_2014,50.69
MSM246-B,CA,CA_2014,73.23
MSQ089-1,CA,CA_2014,37.55
MSQ089-1,CA,CA_2014,41.31
MSR061-1,CA,CA_2014,39.43
MSR061-1,CA,CA_2014,41.31
MSR127-2,CA,CA_2014,60.08
MSR127-2,CA,CA_2014,61.96
MSS428-2,CA,CA_2014,63.84
MSS428-2,CA,CA_2014,65.72
MST184-3,CA,CA_2014,39.43
MST184-3,CA,CA_2014,52.57
MST186-1Y,CA,CA_2014,46.94
MST186-1Y,CA,CA_2014,56.33
MST191-2Y,CA,CA_2014,46.94
MST191-2Y,CA,CA_2014,58.21
MST229-1,CA,CA_2014,41.31
MSU245-1,CA,CA_2014,54.45
MSV030-4,CA,CA_2014,39.43
MSV030-4,CA,CA_2014,50.69
MSV093-1,CA,CA_2014,58.21
MSV111-1,CA,CA_2014,58.21
MSV241-2,CA,CA_2014,54.45
MSV358-3,CA,CA_2014,33.8
MSV358-3,CA,CA_2014,43.18
MSV380-1,CA,CA_2014,48.82
MSV394-3,CA,CA_2014,65.72
MSV498-1,CA,CA_2014,43.18
MSV498-1,CA,CA_2014,67.59
MSV505-2,CA,CA_2014,50.69
MSV507-007,CA,CA_2014,75.1
MSV507-094,CA,CA_2014,43.18
MSV507-100,CA,CA_2014,45.06
MSV507-128,CA,CA_2014,69.47
MSV507-143,CA,CA_2014,45.06
MSV507-146,CA,CA_2014,31.92
MSV507-198,CA,CA_2014,65.72
MSW075-1,CA,CA_2014,52.57
MSW138-2,CA,CA_2014,60.08
MSW168-2,CA,CA_2014,56.33
MSW259-6,CA,CA_2014,39.43
MSW259-6,CA,CA_2014,45.06
MSW293-1,CA,CA_2014,52.57
MSW474-1,CA,CA_2014,48.82
MSW485-2,CA,CA_2014,50.69
MSW485-2,CA,CA_2014,63.84
MSX150-1,CA,CA_2014,65.72
MSX240-3,CA,CA_2014,69.47
MSX245-2Y,CA,CA_2014,61.96
MSX540-4,CA,CA_2014,46.94
MSX542-2,CA,CA_2014,78.86
NC302-12,CA,CA_2014,61.96
NC311-9,CA,CA_2014,33.8
NC317-12,CA,CA_2014,43.18
NCJ100-7,CA,CA_2014,58.21
NCJ106-2,CA,CA_2014,28.16
NCJ107-6,CA,CA_2014,26.29
ND7799c-1,CA,CA_2014,48.82
ND7799c-1,CA,CA_2014,50.69
NDTX060700C-1W,CA,CA_2014,13.14
NDTX060700C-1W,CA,CA_2014,15.02
NDTX071109C-1W,CA,CA_2014,39.43
NDTX091908AB-2W,CA,CA_2014,28.16
NDTX091908AB-2W,CA,CA_2014,39.43
NDTX102557-1W,CA,CA_2014,46.94
NY152,CA,CA_2014,43.18
NY152,CA,CA_2014,46.94
NY153,CA,CA_2014,31.92
NY153,CA,CA_2014,52.57
NY154,CA,CA_2014,63.84
NY156,CA,CA_2014,39.43
NY156,CA,CA_2014,56.33
NY158,CA,CA_2014,60.08
NY162,CA,CA_2014,43.18
NYJ112-2,CA,CA_2014,39.43
NYJ112-2,CA,CA_2014,56.33
NYK27-1,CA,CA_2014,45.06
NYK27-3,CA,CA_2014,35.67
NYK28-18,CA,CA_2014,56.33
NYWJ11-5,CA,CA_2014,43.18
NYWJ11-5,CA,CA_2014,46.94
Snowden,CA,CA_2014,52.57
Snowden,CA,CA_2014,52.57
TX09396-1W,CA,CA_2014,37.55
TX09396-1W,CA,CA_2014,37.55
TX09403-14W,CA,CA_2014,58.21
W6822-3,CA,CA_2014,39.43
W6822-3,CA,CA_2014,50.69
W9200-13,CA,CA_2014,39.43
W9200-13,CA,CA_2014,54.45
W9306-1,CA,CA_2014,46.94
W9306-1,CA,CA_2014,56.33
W9827-7Y,CA,CA_2014,73.23
W9871-4,CA,CA_2014,61.96
W9871-6,CA,CA_2014,56.33
W9874-3,CA,CA_2014,71.35
W9891-1,CA,CA_2014,45.06
W9905-3,CA,CA_2014,46.94
W9905-6,CA,CA_2014,48.82
W9905-7,CA,CA_2014,71.35
W9922-5,CA,CA_2014,60.08
W9967-16,CA,CA_2014,43.18
W9967-4,CA,CA_2014,58.21
W9967-5,CA,CA_2014,43.18
W9968-2,CA,CA_2014,35.67
W9968-3,CA,CA_2014,41.31
W9968-5,CA,CA_2014,60.08
AF4648-2,CA,CA_2015,47.13
AF4648-2,CA,CA_2015,62.71
AF5033-13,CA,CA_2015,42.81
AF5033-13,CA,CA_2015,53.32
AF5040-8,CA,CA_2015,63.09
AF5040-8,CA,CA_2015,64.21
AF5153-11,CA,CA_2015,46.56
AF5153-11,CA,CA_2015,48.44
AF5281-4,CA,CA_2015,50.88
AF5281-4,CA,CA_2015,61.21
AF5386-4,CA,CA_2015,60.46
AF5392-8,CA,CA_2015,45.44
AF5393-1,CA,CA_2015,48.44
AF5426-3,CA,CA_2015,24.67
AF5426-3,CA,CA_2015,32.11
AF5445-2,CA,CA_2015,105.33
AF5446-11,CA,CA_2015,28.35
AF5446-11,CA,CA_2015,45.25
AF5450-7,CA,CA_2015,77.17
AF5484-3,CA,CA_2015,73.23
AF5583-3,CA,CA_2015,72.1
AFW5039-1,CA,CA_2015,73.6
AFW5039-1,CA,CA_2015,77.73
AOR09034-3,CA,CA_2015,111.53
Atlantic,CA,CA_2015,80.92
B2842-1,CA,CA_2015,79.05
B2842-1,CA,CA_2015,95.94
B2869-29,CA,CA_2015,58.58
B2869-29,CA,CA_2015,62.15
B2883-11,CA,CA_2015,54.83
B2883-11,CA,CA_2015,58.58
B2895-8,CA,CA_2015,71.72
B2895-8,CA,CA_2015,71.72
B2904-2,CA,CA_2015,96.13
B2904-2,CA,CA_2015,102.52
B2947-4,CA,CA_2015,37.74
B2947-4,CA,CA_2015,42.06
B2947-8,CA,CA_2015,62.15
B2947-8,CA,CA_2015,66.09
B2950-2,CA,CA_2015,57.83
B2950-2,CA,CA_2015,62.71
B2950-3,CA,CA_2015,75.85
B2950-3,CA,CA_2015,80.74
B2981-5,CA,CA_2015,44.69
B2981-5,CA,CA_2015,55.2
B3000-1,CA,CA_2015,61.21
B3000-1,CA,CA_2015,64.03
B3003-10,CA,CA_2015,44.69
B3003-10,CA,CA_2015,45.25
B3005-7,CA,CA_2015,54.45
B3005-7,CA,CA_2015,64.03
B3005-9,CA,CA_2015,75.1
B3005-9,CA,CA_2015,77.36
B3012-1,CA,CA_2015,77.17
B3012-3,CA,CA_2015,49
B3012-3,CA,CA_2015,52.76
B3012-7,CA,CA_2015,47.13
B3012-7,CA,CA_2015,54.07
B3015-1,CA,CA_2015,30.23
B3015-1,CA,CA_2015,30.79
BNC311-4,CA,CA_2015,73.41
BNC311-4,CA,CA_2015,77.17
BNC366-1,CA,CA_2015,66.84
BNC366-1,CA,CA_2015,66.84
BNC371-2,CA,CA_2015,64.59
BNC371-2,CA,CA_2015,73.41
CO07070-10W,CA,CA_2015,62.15
CO07070-10W,CA,CA_2015,88.62
CO07070-13W,CA,CA_2015,54.64
CO07070-13W,CA,CA_2015,56.7
Lamoka,CA,CA_2015,86.37
MSS428-2,CA,CA_2015,66.47
MSS428-2,CA,CA_2015,81.11
MST191-2Y,CA,CA_2015,69.47
MST191-2Y,CA,CA_2015,88.43
MSV030-4,CA,CA_2015,44.31
MSV030-4,CA,CA_2015,53.7
MSV241-2,CA,CA_2015,52.2
MSV241-2,CA,CA_2015,68.34
MSV358-3,CA,CA_2015,45.29
MSV358-3,CA,CA_2015,52.95
MSV380-1,CA,CA_2015,57.45
MSV498-1,CA,CA_2015,54.64
MSV498-1,CA,CA_2015,65.34
MSW075-1,CA,CA_2015,73.23
MSW168-2,CA,CA_2015,77.17
MSW299-2,CA,CA_2015,98.76
MSW485-2,CA,CA_2015,77.17
MSW509-5,CA,CA_2015,60.27
MSW509-5,CA,CA_2015,67.59
MSX240-3,CA,CA_2015,73.41
MSX540-4,CA,CA_2015,63.46
MSX540-4,CA,CA_2015,70.97
MSZ222-19,CA,CA_2015,35.3
NC252-49,CA,CA_2015,89.75
NC280-89,CA,CA_2015,87.12
NC317-12,CA,CA_2015,62.15
NC317-12,CA,CA_2015,75.1
NC371-3,CA,CA_2015,75.85
NCJ107-6,CA,CA_2015,49.94
NCJ107-6,CA,CA_2015,56.7
ND113394CAB-7,CA,CA_2015,37.74
NDA081453CAB-2C,CA,CA_2015,54.64
NDA081453CAB-2C,CA,CA_2015,57.83
NDTX071109C-1W,CA,CA_2015,58.21
NDTX071109C-1W,CA,CA_2015,65.34
NY154,CA,CA_2015,92.19
NY154,CA,CA_2015,92.19
NY162,CA,CA_2015,44.31
NY162,CA,CA_2015,77.17
NYK27-3,CA,CA_2015,80.92
NYK27-3,CA,CA_2015,82.99
NYK28-18,CA,CA_2015,75.29
NYK28-18,CA,CA_2015,79.05
NYL17-3,CA,CA_2015,96.88
NYL2-12,CA,CA_2015,71.54
NYL7-2,CA,CA_2015,65.72
NYL8-12,CA,CA_2015,65.9
Pike,CA,CA_2015,49
Snowden,CA,CA_2015,103.45
TX09403-14W,CA,CA_2015,67.59
TX09403-14W,CA,CA_2015,69.66
W10128-1,CA,CA_2015,90.31
W10129-4,CA,CA_2015,76.23
W9891-1,CA,CA_2015,63.46
W9891-1,CA,CA_2015,64.59
W9905-3,CA,CA_2015,54.64
W9905-3,CA,CA_2015,56.52
W9905-7,CA,CA_2015,61.58
W9905-7,CA,CA_2015,75.85
W9968-5,CA,CA_2015,70.6
W9968-5,CA,CA_2015,75.85
AC10239-7W,CA,CA_2016,52.52
AF5040-8,CA,CA_2016,40.53
AF5040-8,CA,CA_2016,40.94
AF5393-1,CA,CA_2016,30.19
AF5393-1,CA,CA_2016,31.84
AF5445-2,CA,CA_2016,57.9
AF5445-2,CA,CA_2016,64.1
AF5484-3,CA,CA_2016,40.12
AF5484-3,CA,CA_2016,42.6
AF5563-2,CA,CA_2016,35.15
AF5583-3,CA,CA_2016,40.12
AF5583-3,CA,CA_2016,49.63
AF5635-8,CA,CA_2016,45.08
AF5639-6,CA,CA_2016,40.12
AF5648-3,CA,CA_2016,39.29
AF5665-2,CA,CA_2016,50.45
AF5677-6,CA,CA_2016,50.04
AF5682-5,CA,CA_2016,38.46
AFC5551-4W,CA,CA_2016,29.36
AFC5563-5W,CA,CA_2016,57.07
AFW5484-6,CA,CA_2016,38.05
AOR09034-3,CA,CA_2016,52.94
AOR09034-3,CA,CA_2016,55.83
